URN,PoleID,PlateID,SiteLatitude,SiteLongitude,PoleLatitude,PoleLongitude,PaleoLatitude,Declination,Inclination,QSum,OldAge,YoungAge,MeanAge,Alpha95,AuthorYear
837,A4.2.122,291,-30,-71,81,-15,-25,8,-43,2,134,125,129.5,11,Palmer et al. (1980)
838,A4.2.123,202,-32,-65,79,-172,-35,347,-54,3,150,133,141.5,11,Linares&Valencio(1975)
839,A4.2.124,201,-6,-36,81,95,-12,7,-23,4,164,131,147.5,9,Bucker et al. (1986)
840,A4.2.125,201,-6,-47,85,83,-9,4,-18,3,165,147,156,9,Schult&Guerreiro(1979)
841,A4.2.126,291,-30,-71,71,-170,-31,338,-50,0,160,152,156,6,Palmer et al. (1980)
842,A4.2.127,291,-48,-69,85,17,-47,7,-65,4,166,160,163,6,Vilas (1974)
843,A4.2.128,291,-49,-72,77,-102,-37,352,-57,1,200,146,173,13,Burns et al. (1980)
844,A4.2.129,203,7,-73,88,97,5,0,10,1,191,176,183.5,11,MacDonald&Opdyke(1974)
845,A4.2.130,201,9,-68,71,121,-10,357,-19,2,191,177,184,19,MacDonald&Opdyke(1974)
846,A4.2.131,201,8,-63,67,66,-7,18,-13,4,197,184,190.5,5,MacDonald&Opdyke(1974)
847,A4.2.132,291,-33,-70,74,86,-47,10,-65,4,199,194,196.5,13,Creer et al. (1970)
848,A4.2.133,291,-32,-70,67,110,-55,0,-71,3,232,200,216,10,Valencio & Vilas(1985)
849,A4.2.134,291,-30,-68,79,59,-36,11,-56,3,227,211,219,14,Valencio et al.(1975a)
850,A4.2.135,201,4,-55,82,140,-4,358,-7,4,251,201,226,10,Veldkamp et al. (1971)
851,A4.2.136,291,-35,-68,76,56,-42,16,-61,4,239,224,231.5,13,Valencio et al.(1975a)
852,A4.2.137,203,8,-73,77,74,-3,7,-6,1,251,200,225.5,30,Creer (1970)
853,A4.2.138,203,9,-72,69,63,-6,15,-12,1,251,200,225.5,46,Hargraves (1975)
854,A4.2.139,201,-3,-59,64,42,-8,26,-15,0,251,200,225.5,14,Hargraves (1975)
855,A4.2.140,202,-28,-68,85,-116,-25,356,-42,1,286,165,225.5,8,Thompson (1972)
856,A4.2.141,201,-7,-43,81,116,-15,3,-29,2,251,200,225.5,10,Creer (1970)
857,A4.2.142,202,-29,-68,77,-5,-23,13,-40,2,271,197,234,6,Creer et al. (1970)
858,A4.2.143,291,-35,-69,77,-17,-26,11,-45,5,271,197,234,5,Valencio & Vilas(1985)
859,A4.2.144,291,-30,-68,72,88,-46,10,-64,3,271,197,234,8,Vilas (1969; recalculated)
860,A4.2.145,202,-30,-67,63,149,-50,336,-67,4,251,229,240,12,Valencio et al.(1977b)
861,A4.2.146,201,-23,-48,86,114,-27,1,-45,2,271,229,250,11,Valencio et al.(1975b)
862,A4.2.147,290,-38,-62,78,39,-39,15,-59,3,284,251,267.5,14,Creer et al. (1970)
863,A4.2.148,201,-24,-48,83,-125,-22,353,-39,2,284,251,267.5,5,Pascholati et al(1976)
864,A4.2.149,202,-30,-67,82,169,-34,352,-54,2,284,251,267.5,4,Thompson (1972)
865,A4.2.150,291,-30,-69,76,136,-42,352,-61,4,284,271,277.5,12,Creer et al. (1971)
866,A4.2.151,202,-30,-67,81,147,-37,354,-57,3,287,274,280.5,3,Thompson (1972)
867,A4.2.152,202,-30,-67,78,69,-38,11,-58,3,287,274,280.5,3,Valencio et al.(1977b)
868,A4.2.153,202,-30,-67,74,133,-45,352,-63,3,299,251,275,5,Thompson (1972)
869,A4.2.154,201,-11,-76,82,26,-13,8,-24,1,301,251,276,8,Creer (1970)
870,A4.2.155,291,-30,-68,65,167,-42,332,-61,4,299,284,291.5,4,Creer (1965)
871,A4.2.156,202,-30,-67,59,178,-38,324,-57,4,299,284,291.5,3,Embleton (1970)
872,A4.2.157,291,-30,-69,63,176,-38,329,-57,3,299,284,291.5,8,Embleton (1970)
873,A4.2.158,291,-32,-69,32,31,-24,66,-42,2,309,269,289,8,Valencio & Vilas(1985)
874,A4.2.159,201,-22,-47,57,177,-43,329,-62,3,303,284,293.5,11,Valencio et al.(1975b)
875,A4.2.160,202,-30,-67,66,168,-41,334,-60,3,313,295,304,5,Thompson (1972)
876,A4.2.161,201,-25,-50,54,171,-48,325,-66,3,313,299,306,6,Pascholati&Pacca(1976)
877,A4.2.162,202,-25,-69,51,167,-40,317,-60,4,359,251,305,6,Jesinkey et al. (1987)
878,A4.2.163,202,-30,-67,85,155,-34,356,-53,2,318,299,308.5,5,Thompson (1972)
879,A4.2.164,202,-30,-67,49,163,-48,311,-66,6,318,299,308.5,5,Sinito et al. (1979)
880,A4.2.165,201,-18,-65,28,146,-60,295,-74,5,318,299,308.5,5,Creer (1970)
881,A4.2.166,201,-5,-43,55,171,-33,338,-52,3,318,299,308.5,12,Creer (1970)
882,A4.2.167,201,-5,-43,65,167,-26,346,-45,3,318,299,308.5,9,Creer (1965)
883,A4.2.168,202,-24,-69,57,170,-37,324,-56,6,328,294,311,10,Jesinkey et al. (1987)
884,A4.2.169,291,-32,-69,56,15,-23,37,-40,0,328,309,318.5,7,Valencio & Vilas(1985)
885,A4.2.170,291,-30,-69,75,30,-31,17,-50,0,359,318,338.5,9,Valencio & Vilas(1985)
886,A4.2.171,201,-6,-44,30,133,-66,6,-77,4,411,392,401.5,26,Creer (1970)
887,A4.2.172,201,-17,-67,-14,123,-57,198,-72,3,411,392,401.5,19,Creer (1970)
888,A4.2.173,202,-23,-66,-9,158,-36,238,-56,2,462,359,410.5,8,Creer (1965; 1970)
889,A4.2.174,201,-19,-58,-34,164,-24,217,-41,2,444,416,430,9,Creer (1965)
890,A4.2.175,202,-31,-54,61,158,-53,334,-70,2,572,307,439.5,17,D'Agrelho-Filho&Pacca
891,A4.2.176,291,-31,-69,56,-147,-19,325,-35,2,466,422,444,16,Vilas&Valencio (1978b)
892,A4.2.177,201,-18,-67,-4,122,-66,203,-78,3,488,444,466,22,Creer (1970)
893,A4.2.178,202,-25,-65,-31,-167,3,237,6,2,488,444,466,45,Thompson (1973)
894,A4.2.179,202,-24,-65,-11,153,-39,231,-58,2,488,444,466,9,Creer (1970)
895,A4.2.180,202,-28,-68,9,-174,-18,271,-33,2,488,461,474.5,6,Valencio et al. (1980)
896,A4.2.181,201,-27,-49,-57,-137,23,216,41,4,557,431,494,10,D'Agrelho-Filho &
897,A4.2.182,201,-25,-50,-76,4,33,167,52,1,572,426,499,12,D'Agrelho-Filho &  Pacca (1988)
898,A4.2.183,202,-31,-54,-44,165,-7,207,-14,3,513,487,500,42,D'Agrelho-Filho & Pacca (1988)
899,A4.2.184,202,-31,-53,-34,-38,77,107,83,0,536,483,509.5,17,D'Agrelho-Filho & Pacca (1988)
900,A4.2.185,202,-31,-54,14,-132,3,288,6,1,536,483,509.5,1,D'Agrelho-Filho & Pacca (1988)
901,A4.2.186,202,-24,-66,-5,-141,16,272,29,2,542,488,515,1,Thompson (1973)
902,A4.2.187,202,-24,-66,-61,113,-5,180,-10,1,542,488,515,2,Thompson (1973)
903,A4.2.188,202,-22,-65,-2,-152,4,269,7,2,542,488,515,5,Thompson (1973)
904,A4.2.189,202,-24,-66,-49,-156,18,224,33,2,542,488,515,2,Thompson (1973)
905,A4.2.190,202,-24,-66,-52,-153,20,221,37,0,542,488,515,2,Thompson (1973)
906,A4.2.191,202,-23,-65,-38,-161,9,233,18,3,542,488,515,43,Irving et al(1976a;2.134)
907,A5.1.001,811,-63,-60,77,-133,-57,337,-72,1,56,5,30.5,3,Dalziel et al. (1973)
908,A5.1.002,811,-62,-59,79,-132,-57,340,-72,5,56,39,47.5,5,Watts et al. (1984)
909,A5.1.003,811,-63,-61,61,-117,-41,328,-60,5,61,41,51,5,Watts et al. (1984)
910,A5.1.004,811,-62,-59,85,12,-60,9,-74,1,126,24,75,9,Valencio et al. (1979)
911,A5.1.005,803,-74,-64,87,49,-75,11,-82,2,100,66,83,12,Kellogg & Reynolds (1978)
912,A5.1.006,811,-62,-60,66,-99,-41,340,-60,3,100,66,83,5,Watts et al. (1984)
913,A5.1.007,804,-73,-90,80,-19,-68,26,-78,4,95,85,90,3,Grunow et al. (1991)
914,A5.1.008,804,-74,-94,72,-84,-56,6,-71,0,251,78,164.5,12,Scharnberger & Scharon (1972)
915,A5.1.009,811,-63,-61,77,-48,-50,5,-67,4,110,71,90.5,8,Watts et al. (1984)
916,A5.1.010,803,-64,-62,86,-63,-60,360,-74,1,107,86,96.5,9,Valencio et al. (1979)
917,A5.1.011,804,-75,-143,61,-118,-47,17,-65,3,110,92,101,8,Scharnberger & Scharon (1972)
918,A5.1.012,804,-75,-137,66,61,-79,222,-85,4,110,92,101,5,Grindley & Oliver (1983)
919,A5.1.013,803,-63,-55,75,-69,-48,355,-66,1,133,71,102,20,Watts et al. (1984)
920,A5.1.014,804,-73,-95,73,30,-74,64,-82,4,112,106,109,8,Grunow et al. (1991)
921,A5.1.015,803,-75,-70,71,15,-65,50,-77,3,126,96,111,6,Kellogg (1980)
922,A5.1.016,804,-77,-143,36,-64,-33,70,-52,2,123,119,121,31,Scharnberger & Scharon (1972)
923,A5.1.017,804,-72,-98,49,52,-63,133,-76,4,130,126,128,8,"Grunow et al. (1987, 1991)"
924,A5.1.018,804,-72,-102,65,-34,-54,42,-70,4,154,145,149.5,7,Grunow et al. (1991)
925,A5.1.019,805,-83,-88,41,55,-46,139,-65,5,172,164,168,5,Grunow et al. (1987)
926,A5.1.020,804,-73,-98,67,-71,-51,16,-68,3,171,162,166.5,2,Grunow et al. (1991)
927,A5.1.021,803,-67,-63,49,61,-57,95,-72,4,170,165,167.5,4,Longshaw & Griffiths (1983)
928,A5.1.022,802,-85,-114,58,51,-63,163,-76,3,173,70,121.5,7,Kellogg (1988)
929,A5.1.023,803,-65,-64,44,-143,-35,301,-54,1,200,146,173,35,Evans (1965)
930,A5.1.024,804,-72,-98,61,-63,-45,23,-64,3,234,215,224.5,19,Grunow et al. (1991)
931,A5.1.025,805,-79,-86,4,-64,6,22,12,4,506,488,497,11,Watts & Bramall (1981)
932,A5.1.026,805,-83,-88,7,-68,0,20,-1,2,542,488,515,8,Grunow et al. (1987)
933,A5.2.027,802,-80,163,49,42,-53,250,-70,5,161,148,154.5,3,Irving et al. (1976b; 9.174)
934,A5.2.028,802,-77,160,51,31,-58,247,-73,5,163,150,156.5,10,Funaki (1983)
935,A5.2.029,802,-78,162,45,28,-53,237,-69,5,161,148,154.5,2,Funaki (1984)
936,A5.2.030,802,-77,162,58,44,-62,264,-75,3,173,167,170,3,Kellogg (1988)
937,A5.2.031,802,-73,-15,51,23,-37,29,-56,5,168,151,159.5,4,Lovlie (1979)
938,A5.2.032,802,-83,-50,57,12,-53,53,-70,4,164,161,162.5,5,Beck (1972b)
939,A5.2.033,802,-84,165,44,52,-46,253,-64,4,200,171,185.5,7,Ostrander (1971)
940,A5.2.034,802,-84,165,54,43,-57,246,-72,4,200,171,185.5,4,Ostrander (1971)
941,A5.2.035,802,-84,165,54,40,-57,242,-72,4,200,171,185.5,5,Ostrander (1971)
942,A5.2.036,802,-73,-15,42,47,-33,51,-52,5,229,159,194,4,Lovlie (1979)
943,A5.2.037,802,-69,40,12,-153,-32,165,-52,2,488,359,423.5,17,Irving et al. (1976a: 2.73)
944,A5.2.038,802,-78,163,9,-153,0,43,-1,4,480,453,466.5,11,Manzoni & Nanni (1977)
945,A5.2.039,802,-78,162,3,-156,6,42,12,5,469,462,465.5,5,Funaki (1984)
946,A5.2.040,802,-72,24,28,-170,-45,162,-64,3,493,462,477.5,5,Zijderveld (1968)
947,A5.2.041,802,-78,162,5,-161,5,37,9,4,526,460,493,5,Funaki (1984)
948,A5.2.042,802,-67,93,2,-151,-12,113,-23,5,509,466,487.5,15,McQueen et al. (1972)
949,A5.3.043,801,-35,150,36,-65,-62,78,-75,0,45,41,43,3,McElhinny et al. (1974a)
950,A5.3.044,801,-32,151,70,-54,-50,13,-67,5,50,48,49,4,Wellman et al. (1969)
951,A5.3.045,801,-33,151,63,-43,-59,12,-73,4,58,24,41,4,Irving et al. (1961)
952,A5.3.046,801,-34,151,54,-87,-45,45,-64,4,45,42,43.5,4,Embleton et al. (1985)
953,A5.3.047,801,-42,147,73,-55,-57,12,-72,2,92,24,58,0,Green & Irving (1958)
954,A5.3.048,801,-38,146,62,-43,-65,10,-77,5,58,24,41,9,Mumme (1963)
955,A5.3.049,801,-33,151,66,-82,-45,27,-63,4,47,45,46,2,Robertson (1979)
956,A5.3.050,801,-33,151,41,-50,-71,58,-80,5,57,54,55.5,5,Schmidt & Embleton (1981)
957,A5.3.051,801,-27,142,60,-61,-53,19,-70,4,84,35,59.5,4,Idnurm & Senior (1978)
958,A5.3.052,801,-36,150,56,-42,-68,18,-79,6,104,83,93.5,5,Robertson (1963)
959,A5.3.053,801,-33,116,49,-19,-53,309,-69,5,119,84,101.5,6,Schmidt (1976)
960,A5.3.054,801,-43,147,50,-22,-80,317,-85,5,130,84,107,5,Robertson & Hastie (1962)
961,A5.3.055,801,-38,144,49,-31,-78,343,-84,5,116,110,113,4,Idnurm (1985)
962,A5.3.056,801,-26,153,36,-48,-69,56,-79,6,144,139,141.5,13,Robertson (1963)
963,A5.3.057,801,-34,151,31,15,-53,278,-69,4,150,133,141.5,9,Schmidt (1982)
964,A5.3.058,801,-34,151,23,-29,-79,NaN,-84,3,159,102,130.5,5,Robertson (1979)
965,A5.3.059,801,-37,144,47,-45,-78,31,-84,4,158,144,151,22,Schmidt (1976)
966,A5.3.060,801,-34,151,55,0,-61,325,-74,4,154,149,151.5,7,Embleton et al. (1985)
967,A5.3.061,801,-34,151,29,-14,-76,253,-83,5,169,147,158,7,Schmidt & Embleton (1981)
968,A5.3.062,801,-36,138,39,3,-55,289,-70,2,170,158,164,11,Schmidt (1976)
969,A5.3.063,801,-42,148,51,-5,-70,305,-79,5,170,160,165,3,Schmidt & McDougall (1977)
970,A5.3.064,801,-42,148,48,-56,-72,62,-81,0,170,160,165,5,Schmidt & McDougall (1977)
971,A5.3.065,801,-34,151,47,-7,-69,315,-79,4,174,159,166.5,12,Manwaring (1963)
972,A5.3.066,801,-34,150,53,-36,-71,11,-80,1,171,164,167.5,8,Boesen et al. (1961)
973,A5.3.067,801,-34,150,51,6,-59,314,-73,5,171,164,167.5,11,Schmidt (1976)
974,A5.3.068,801,-34,151,52,-2,-64,321,-76,6,180,165,172.5,5,Robertson (1979)
975,A5.3.069,801,-37,141,47,-2,-61,302,-75,3,215,164,189.5,18,Schmidt (1976)
976,A5.3.070,801,-31,150,46,-5,-66,315,-77,4,196,172,184,10,Schmidt (1976)
977,A5.3.071,801,-36,148,32,-10,-71,264,-80,3,229,200,214.5,24,Schmidt et al. (1976)
978,A5.3.072,801,-28,153,57,-37,-60,11,-74,2,246,217,231.5,6,Robertson (1963)
979,A5.3.073,801,-34,151,49,-20,-74,339,-82,0,251,229,240,10,Irving (1963)
980,A5.3.074,801,-34,152,30,-33,-84,132,-87,6,251,229,240,4,Embleton & McDonnell (1981)
981,A5.3.075,801,-35,151,32,-10,-74,265,-82,3,273,212,242.5,7,Robertson (1964)
982,A5.3.076,801,-31,152,26,-44,-75,106,-82,4,284,250,267,11,Lackie (1988)
983,A5.3.077,801,-31,152,37,-25,-84,338,-87,4,284,250,267,6,Lackie (1988)
984,A5.3.078,801,-35,151,44,-48,-73,53,-81,4,264,250,257,6,Irving & Parry (1963)
985,A5.3.079,801,-32,151,32,10,-57,281,-72,1,303,229,266,0,Irving (1966)
986,A5.3.080,801,-20,146,46,-44,-63,15,-76,1,303,229,266,28,Chamalaun (1967)
987,A5.3.081,801,-33,152,12,-53,-59,127,-73,2,303,229,266,23,Irving (1966)
988,A5.3.082,801,-31,151,35,-52,-70,72,-80,2,303,229,266,11,Irving (1966)
989,A5.3.083,801,-33,151,46,-58,-64,51,-76,3,299,276,287.5,5,Irving & Parry (1963)
990,A5.3.084,801,-31,151,50,-40,-69,20,-79,5,318,299,308.5,9,Irving (1966)
991,A5.3.085,801,-33,152,73,-33,-50,2,-67,3,315,297,306,3,Irving (1966)
992,A5.3.086,801,-20,146,23,-43,-76,69,-86,2,328,299,313.5,18,Chamalaun (1967)
993,A5.3.087,801,-34,150,84,141,-28,359,-47,3,317,313,315,10,Facer (1977); Embleton (1977)
994,A5.3.088,801,-33,151,73,34,-39,340,-58,2,359,318,338.5,21,Luck (1973)
995,A5.3.089,801,-24,132,48,-67,-62,27,-75,0,416,318,367,8,Klootwijk (1980)
996,A5.3.090,801,-18,126,49,-142,-15,43,-28,6,385,359,372,8,Hurley & Van der Voo (1987)
997,A5.3.091,801,-23,133,60,-112,-32,32,-52,0,422,318,370,5,Kirschvink (1978)
998,A5.3.092,801,-24,133,42,-139,-14,50,-27,3,438,318,378,11,Embleton (1972)
999,A5.3.093,801,-24,133,2,-129,-8,91,-16,3,466,453,459.5,10,Embleton (1972)
1000,A5.3.094,801,-32,139,-26,-105,-6,126,-12,0,508,421,464.5,7,Klootwijk (1980)
1001,A5.3.095,801,-36,138,-17,-104,-11,121,-21,2,508,421,464.5,8,Klootwijk (1980)
1002,A5.3.096,801,-24,135,-37,-111,-3,133,-6,2,508,421,464.5,5,Klootwijk (1980)
1003,A5.3.097,801,-28,115,30,-149,-18,65,-34,3,508,421,464.5,9,Embleton & Giddings (1974)
1004,A5.3.098,801,-14,132,13,-155,13,73,24,4,488,466,477,13,Luck (1972)
1005,A5.3.099,801,-31,139,38,-154,-3,47,-6,2,548,444,496,12,Embleton & Giddings (1974)
1006,A5.3.100,801,-24,135,-15,-145,15,100,28,2,506,488,497,6,Klootwijk (1980)
1007,A5.3.101,801,-31,139,8,-155,16,70,30,3,524,506,515,15,Embleton & Giddings (1974)
1008,A5.3.102,801,-24,132,33,-168,9,47,18,6,524,506,515,5,Klootwijk (1980)
1009,A5.3.103,801,-31,139,29,-154,2,54,5,5,524,506,515,13,Klootwijk (1980)
1010,A5.3.104,801,-17,129,-18,-161,24,103,41,3,524,506,515,14,Luck (1972)
1011,A5.3.105,801,-24,135,36,-151,-2,51,-4,3,542,488,515,17,Klootwijk (1980)
1012,A5.3.106,801,-23,133,-11,-143,10,98,19,3,542,488,515,9,Embleton (1972)
1013,A5.3.107,801,-31,139,37,-160,1,44,3,6,533,506,519.5,14,Klootwijk (1980)
1014,A5.3.108,801,-36,138,34,-165,2,44,4,3,542,524,533,12,Klootwijk (1980)
1015,A5.3.109,801,-31,138,36,-147,-7,52,-14,2,542,524,533,17,Embleton & Giddings (1974)
1016,A5.3.110,801,-16,130,9,160,51,52,68,5,542,524,533,13,McElhinny & Luck (1970)
1017,A5.3.111,801,-23,133,43,160,19,21,35,7,542,524,533,7,Kirschvink (1978)
1018,A5.3.112,801,-31,139,21,-165,15,53,29,5,542,524,533,11,Klootwijk (1980)
1019,A5.4.113,501,34,74,35,-135,-16,24,-30,0,47,35,41,4,Klootwijk et al. (1986a)
1020,A5.4.114,501,13,76,43,-79,-30,339,-49,2,72,19,45.5,23,Hasnain & Qureshy (1971)
1021,A5.4.115,501,30,68,55,-56,8,331,15,3,66,34,50,15,Klootwijk et al. (1981)
1022,A5.4.116,501,34,74,31,-41,-1,309,-1,3,54,47,50.5,9,Klootwijk et al. (1986a)
1023,A5.4.117,501,33,72,54,-107,-3,359,-6,4,64,47,55.5,22,Klootwijk et al. (1986b)
1024,A5.4.118,501,23,82,37,-75,-26,340,-45,4,60,55,57.5,2,Klootwijk (1974)
1025,A5.4.119,501,30,67,53,-61,4,332,9,4,66,56,61,22,Klootwijk et al. (1981)
1026,A5.4.120,501,23,74,39,-74,-21,334,-38,4,66,56,61,5,Verma & Mital (1974)
1027,A5.4.121,501,18,74,40,-84,-28,341,-47,5,67,57,62,7,Kono et al. (1972)
1028,A5.4.122,501,18,74,39,-77,-27,335,-45,6,67,57,62,3,Wensink & Klootwijk (1971)
1029,A5.4.123,501,18,74,33,-85,-35,338,-55,5,68,60,64,5,Wensink & Klootwijk (1971)
1030,A5.4.124,501,24,85,33,-69,-28,335,-47,2,105,15,60,7,Athavale & Verma (1970)
1031,A5.4.125,501,19,75,37,-79,-29,336,-48,6,70,59,64.5,2,Vandamme et al. (1991)
1032,A5.4.126,501,20,75,28,-71,-32,324,-51,5,69,61,65,8,Wensink (1973)
1033,A5.4.127,501,14,80,26,-67,-39,321,-58,2,110,47,78.5,4,Mital et al. (1970)
1034,A5.4.128,501,30,70,28,-65,-18,319,-33,4,71,66,68.5,27,Klootwijk et al. (1981)
1035,A5.4.129,501,17,81,28,-73,-38,330,-58,4,110,47,78.5,4,Verma & Pullaiah (1967)
1036,A5.4.130,501,14,80,22,-48,-28,304,-46,3,150,37,93.5,4,Athavale et al. (1970)
1037,A5.4.131,501,30,70,4,-70,-39,305,-58,4,84,66,75,3,Klootwijk et al. (1981)
1038,A5.4.132,501,30,67,15,-65,-25,307,-44,4,125,71,98,4,Klootwijk et al. (1981)
1039,A5.4.133,501,30,68,18,-63,-23,309,-40,5,125,71,98,3,Klootwijk et al. (1981)
1040,A5.4.134,501,25,88,8,-63,-47,316,-65,6,127,112,119.5,3,Klootwijk (1971)
1041,A5.4.135,501,25,91,16,-60,-40,322,-59,3,165,71,118,7,Athavale et al. (1963)
1042,A5.4.136,505,30,61,-1,-54,-22,282,-39,4,161,151,156,10,Klootwijk et al. (1981)
1043,A5.4.137,501,30,68,2,-52,-25,288,-42,3,176,161,168.5,8,Klootwijk et al. (1981)
1044,A5.4.138,501,22,78,10,-50,-30,297,-49,5,229,183,206,5,Wensink (1968)
1045,A5.4.139,501,23,81,30,-55,-22,319,-39,2,246,180,213,6,Bhalla & Verma (1969)
1046,A5.4.140,501,21,79,-7,-56,-44,281,-63,4,251,229,240,5,Wensink (1968)
1047,A5.4.141,501,24,85,-8,-59,-52,289,-69,5,273,229,251,6,Klootwijk (1974)
1048,A5.4.142,501,20,79,-4,-51,-39,281,-58,6,273,229,251,7,Klootwijk (1975)
1049,A5.4.143,501,21,79,-21,-50,-43,260,-61,0,276,251,263.5,2,Wensink (1968)
1050,A5.4.144,501,20,79,-4,-77,-62,301,-75,3,276,251,263.5,2,Wensink (1968)
1051,A5.4.145,501,33,71,24,-79,-26,329,-45,2,281,237,259,20,Klootwijk et al. (1986b)
1052,A5.4.146,501,33,73,-13,-43,-29,273,-48,0,318,251,284.5,7,Wensink (1975)
1053,A5.4.147,501,30,67,-18,-69,-48,276,-66,3,359,251,305,12,Klootwijk et al. (1981)
1054,A5.4.148,501,21,79,-32,-46,-40,245,-59,0,318,299,308.5,3,Wensink & Klootwijk (1968)
1055,A5.4.149,501,32,71,21,-129,-34,23,-53,4,532,513,522.5,11,Klootwijk et al. (1986b)
1056,A5.4.150,501,33,73,27,-146,-19,36,-35,4,542,506,524,5,Wensink (1972)
1057,A5.4.151,501,33,73,28,-148,-18,37,-32,3,542,524,533,12,McElhinny (1970)
1058,A5.4.152,501,24,80,32,-161,-9,49,-18,2,591,488,539.5,6,Athavale et al. (1972)
1059,A5.4.153,501,27,78,49,-146,-4,27,-9,4,591,488,539.5,6,Klootwijk (1973)
1060,A5.4.154,501,27,78,51,-137,-6,21,-12,3,591,488,539.5,11,McElhinny et al. (1978)
1061,A5.5.155,702,-24,46,64,-117,-48,349,-66,4,72,66,69,8,Andriamirado (1971)
1062,A5.5.156,702,-22,48,66,-144,-45,7,-64,4,71,68,69.5,4,Andriamirado (1971)
1063,A5.5.157,702,-18,47,60,-148,-47,11,-65,3,81,68,74.5,3,Andriamirado (1971)
1064,A5.5.158,702,-23,44,74,-107,-37,350,-56,4,92,84,88,9,Andriamirado (1971)
1065,A5.5.159,702,-18,44,70,-117,-37,352,-56,4,95,86,90.5,7,Andriamirado (1971)
1066,A5.5.160,702,-16,46,66,-130,-40,358,-59,4,95,86,90.5,5,Andriamirado (1971)
1067,A5.5.161,702,-18,46,74,-83,-28,346,-46,3,246,161,203.5,6,Embleton & McElhinny (1975)
1068,A5.5.162,702,-24,45,66,-68,-31,334,-50,4,276,224,250,6,McElhinny et al. (1976)
1069,A5.5.163,702,-24,45,53,-99,-50,326,-67,3,318,276,297,8,McElhinny et al. (1976)
1070,A5.6.164,801,-37,150,69,-152,-24,19,-42,5,379,359,369,6,Thrupp et al. (1991)
1071,A5.6.165,801,-33,149,54,-156,-9,29,-18,5,398,345,371.5,15,Li et al. (1988)
1072,A5.6.166,801,-33,144,54,-84,-50,43,-68,1,398,318,358,8,Embleton (1977)
1073,A5.6.167,801,-37,150,65,160,-12,4,-24,3,389,366,377.5,14,Green (1961)
1074,A5.6.168,801,-36,150,77,151,-23,0,-40,6,398,375,386.5,7,Schmidt et al. (1986)
1075,A5.6.169,801,-32,149,49,132,8,349,15,2,407,359,383,10,Williamson & Robertson (1976)
1076,A5.6.170,801,-37,150,28,92,5,311,10,1,407,359,383,18,Embleton & Shepherd (1977)
1077,A5.6.171,801,-34,149,44,73,-14,314,-27,3,416,385,400.5,29,Goleby (1981)
1078,A5.6.172,801,-37,148,74,43,-39,340,-59,6,416,398,407,10,Schmidt et al. (1987)
1079,A5.6.173,801,-35,149,72,161,-17,4,-32,1,422,359,390.5,11,Luck (1973); Goleby (1981)
1080,A5.6.174,801,-35,149,64,-135,-25,28,-43,3,416,398,407,10,Luck (1973)
1081,A5.6.175,801,-35,149,63,-172,-13,17,-24,2,426,416,421,7,Briden (1966); Goleby (1981)
1082,A5.6.176,801,-34,149,47,177,5,19,10,5,428,416,422,9,Goleby (1981)
1083,A5.6.177,801,-35,149,54,91,-12,329,-23,4,428,416,422,10,Luck (1973)
1084,A5.6.178,801,-34,149,38,-145,-5,46,-9,5,444,419,431.5,8,Goleby (1981)
1085,A5.6.179,801,-34,149,-6,-161,36,70,56,5,464,444,454,6,Goleby (1981)
1086,A5.6.180,801,-33,149,11,-177,35,42,55,3,488,466,477,0,Goleby (1981)
1087,A5.6.181,801,-42,146,23,-167,12,43,23,3,506,488,497,12,Giddings & Embleton (1974)
1088,A6.1.001,604,37,119,76,178,43,17,62,4,17,13,15,6,Lin (1984); Lin et al. (1985)
1089,A6.1.002,604,42,119,89,29,42,359,61,7,24,14,19,8,Zhao et al. (1990)
1090,A6.1.003,604,41,113,80,170,46,12,64,5,100,67,83.5,4,Zheng et al. (1991)
1091,A6.1.004,628,45,108,83,-138,42,9,61,2,146,64,105,4,Pruner (1987)
1092,A6.1.005,604,37,109,85,-50,32,358,52,2,146,100,123,4,Cheng et al. (1988)
1093,A6.1.006,604,42,119,83,-110,37,7,57,7,146,102,124,6,Zhao et al. (1990)
1094,A6.1.007,604,36,119,69,-159,36,26,56,5,146,126,136,12,Lin (1984); Lin et al. (1985)
1095,A6.1.008,604,36,119,71,-134,29,21,47,4,161,146,153.5,8,Lin (1984); Lin et al. (1985)
1096,A6.1.009,628,50,118,62,-135,36,34,55,7,168,141,154.5,5,Zhao et al. (1990)
1097,A6.1.010,628,47,123,73,-105,34,15,54,7,168,141,154.5,8,Zhao et al. (1990)
1098,A6.1.011,628,44,119,74,-122,35,17,54,5,168,141,154.5,10,Zhao et al. (1990)
1099,A6.1.012,604,43,119,63,-139,33,32,52,3,176,146,161,3,Zhao et al. (1990)
1100,A6.1.013,604,38,120,74,-144,35,19,54,2,161,146,153.5,4,quoted in Lin (1984)
1101,A6.1.014,604,37,118,72,-158,37,23,56,3,176,146,161,7,Lin (1984); Lin et al. (1985)
1102,A6.1.015,604,36,109,80,-111,28,7,47,2,176,161,168.5,12,Cheng et al. (1988)
1103,A6.1.016,604,36,119,82,-107,30,7,49,1,175,161,168,10,Lin (quoted in 1984)
1104,A6.1.017,604,38,113,76,-160,37,18,57,3,176,161,168.5,6,Zheng et al. (1991)
1105,A6.1.018,604,39,99,22,41,38,269,58,2,251,200,225.5,19,Li & Zhang (1986)
